CustomerID,first_purchase,last_purchase,num_orders,total_revenue,recency_days,lifespan_days,is_churned,churn_status,value_tier,recency_bucket
13607,2011-10-30 16:17:00,2011-10-30 16:17:00,1,678.01,39,0,False,At Risk,High Value,31-60 days
13610,2011-02-27 14:44:00,2011-11-27 15:38:00,7,1131.88,11,273,False,Active,High Value,0-30 days
13611,2010-12-15 10:31:00,2011-09-11 14:51:00,3,1171.8,88,270,False,At Risk,High Value,61-90 days
13614,2011-01-13 12:37:00,2011-11-15 14:47:00,4,1610.46,23,306,False,Active,High Value,0-30 days
13615,2011-01-25 08:21:00,2011-01-25 08:21:00,1,417.69,318,0,True,Churned,Medium Value,181-365 days
13617,2011-06-12 12:55:00,2011-10-30 13:50:00,3,544.18,39,140,False,At Risk,Medium Value,31-60 days
13618,2011-06-19 11:09:00,2011-06-19 11:09:00,1,177.34,173,0,False,Hibernating,Low Value,121-180 days
13621,2011-08-15 08:26:00,2011-08-15 08:26:00,1,213.85,116,0,False,Hibernating,Low Value,91-120 days
13623,2011-02-15 13:08:00,2011-11-09 12:00:00,5,747.78,30,266,False,Active,High Value,0-30 days
13626,2011-04-01 10:05:00,2011-04-01 10:05:00,1,257.23,252,0,True,Churned,Low Value,181-365 days
13627,2010-12-17 09:52:00,2011-10-11 14:20:00,5,1638.47,58,298,False,At Risk,High Value,31-60 days
13629,2011-01-05 12:09:00,2011-11-16 13:21:00,11,7792.36,22,315,False,Active,VIP,0-30 days
13630,2011-02-27 12:49:00,2011-12-04 15:16:00,7,2031.78,4,280,False,Active,VIP,0-30 days
13631,2011-03-17 17:13:00,2011-09-01 09:57:00,11,3070.42,99,167,False,Hibernating,VIP,91-120 days
13632,2011-04-10 15:07:00,2011-11-15 10:51:00,5,2121.27,24,218,False,Active,VIP,0-30 days
13634,2011-01-16 15:30:00,2011-11-06 13:40:00,5,1575.16,32,293,False,At Risk,High Value,31-60 days
13635,2011-10-03 10:55:00,2011-10-03 10:55:00,1,1071.03,67,0,False,At Risk,High Value,61-90 days
13636,2011-02-27 14:29:00,2011-11-03 10:30:00,5,949.12,36,248,False,At Risk,High Value,31-60 days
13637,2011-04-27 13:06:00,2011-10-18 13:32:00,3,810.5,51,174,False,At Risk,High Value,31-60 days
13638,2011-11-24 10:38:00,2011-11-24 10:38:00,1,122.64,15,0,False,Active,Low Value,0-30 days
13639,2011-09-26 13:36:00,2011-09-26 13:36:00,1,1033.34,73,0,False,At Risk,High Value,61-90 days
13642,2011-05-08 12:34:00,2011-05-08 12:34:00,1,354.8,215,0,True,Churned,Medium Value,181-365 days
13643,2011-06-07 11:40:00,2011-11-08 15:37:00,3,519.44,30,154,False,Active,Medium Value,0-30 days
13644,2011-08-26 11:53:00,2011-11-23 14:07:00,4,2624.26,15,89,False,Active,VIP,0-30 days
13645,2011-08-11 16:11:00,2011-08-11 16:11:00,1,252.1,119,0,False,Hibernating,Low Value,91-120 days
13647,2011-04-19 09:49:00,2011-11-30 12:00:00,4,1678.1200000000001,9,225,False,Active,VIP,0-30 days
13649,2010-12-08 14:46:00,2011-03-28 11:51:00,2,346.6,256,109,True,Churned,Medium Value,181-365 days
13650,2011-03-17 12:37:00,2011-11-23 12:22:00,6,1836.34,16,250,False,Active,VIP,0-30 days
13651,2011-10-31 12:11:00,2011-11-04 14:59:00,2,94.2,34,4,False,At Risk,Low Value,31-60 days
13652,2010-12-06 09:21:00,2011-10-25 08:51:00,3,1095.08,45,322,False,At Risk,High Value,31-60 days
13654,2011-03-11 12:54:00,2011-10-27 16:24:00,6,2707.33,42,230,False,At Risk,VIP,31-60 days
13655,2011-04-12 09:53:00,2011-08-17 14:25:00,2,932.97,113,127,False,Hibernating,High Value,91-120 days
13656,2011-01-06 15:42:00,2011-06-28 10:31:00,2,379.65,164,172,False,Hibernating,Medium Value,121-180 days
13657,2011-05-22 12:35:00,2011-11-29 12:32:00,2,382.14,10,190,False,Active,Medium Value,0-30 days
13658,2011-05-19 17:15:00,2011-11-30 10:13:00,5,2639.17,9,194,False,Active,VIP,0-30 days
13659,2011-01-23 12:08:00,2011-05-18 12:37:00,2,1573.2,205,115,True,Churned,High Value,181-365 days
13662,2011-03-25 13:23:00,2011-09-15 12:04:00,3,897.76,85,173,False,At Risk,High Value,61-90 days
13663,2011-06-13 15:44:00,2011-06-13 15:44:00,1,189.47,178,0,False,Hibernating,Low Value,121-180 days
13666,2011-02-25 13:05:00,2011-10-10 15:39:00,3,84.65,59,227,False,At Risk,Low Value,31-60 days
13667,2011-07-13 15:42:00,2011-07-13 15:42:00,1,305.02,148,0,False,Hibernating,Low Value,121-180 days
13668,2010-12-12 12:35:00,2011-12-07 12:11:00,21,6363.59,2,359,False,Active,VIP,0-30 days
13669,2011-07-13 11:44:00,2011-10-20 09:32:00,2,218.55,50,98,False,At Risk,Low Value,31-60 days
13670,2011-09-25 15:25:00,2011-09-25 15:25:00,1,349.7,74,0,False,At Risk,Medium Value,61-90 days
13672,2011-01-11 13:54:00,2011-02-11 13:53:00,2,186.39000000000001,300,30,True,Churned,Low Value,181-365 days
13673,2011-11-07 15:40:00,2011-11-21 12:11:00,2,396.92,18,13,False,Active,Medium Value,0-30 days
13675,2011-02-28 12:14:00,2011-07-11 12:57:00,2,486.82000000000005,150,133,False,Hibernating,Medium Value,121-180 days
13678,2011-07-11 10:14:00,2011-07-11 10:14:00,1,232.6,151,0,False,Hibernating,Low Value,121-180 days
13680,2011-01-04 14:12:00,2011-12-08 13:47:00,4,3722.42,0,337,False,Active,VIP,
13681,2011-07-07 15:21:00,2011-11-22 11:13:00,4,827.83,17,137,False,Active,High Value,0-30 days
13682,2011-06-05 14:06:00,2011-06-05 14:06:00,1,59.5,186,0,True,Churned,Low Value,181-365 days
13684,2011-02-27 10:13:00,2011-02-27 10:13:00,1,67.23,285,0,True,Churned,Low Value,181-365 days
13685,2011-10-10 12:59:00,2011-12-07 11:41:00,7,3119.44,2,57,False,Active,VIP,0-30 days
13686,2011-06-10 09:10:00,2011-06-10 09:10:00,1,72.0,182,0,True,Churned,Low Value,181-365 days
13689,2011-10-07 13:21:00,2011-10-07 13:21:00,1,910.0,62,0,False,At Risk,High Value,61-90 days
13690,2011-10-11 15:03:00,2011-10-11 15:03:00,1,172.25,58,0,False,At Risk,Low Value,31-60 days
13692,2011-04-17 12:57:00,2011-11-15 11:17:00,3,1488.32,24,211,False,Active,High Value,0-30 days
13694,2010-12-01 12:12:00,2011-12-06 09:32:00,50,65039.62,3,369,False,Active,VIP,0-30 days
13695,2011-03-25 11:31:00,2011-11-08 14:26:00,15,2504.13,30,228,False,Active,VIP,0-30 days
13697,2011-11-01 09:14:00,2011-11-01 09:14:00,1,151.29999999999998,38,0,False,At Risk,Low Value,31-60 days
13699,2011-07-07 16:51:00,2011-07-07 16:51:00,1,308.58000000000004,154,0,False,Hibernating,Medium Value,121-180 days
13700,2011-01-16 13:18:00,2011-11-13 13:00:00,10,2265.12,25,300,False,Active,VIP,0-30 days
13703,2011-01-25 13:10:00,2011-01-25 13:10:00,1,99.5,317,0,True,Churned,Low Value,181-365 days
13704,2011-09-12 14:40:00,2011-12-04 15:13:00,9,2308.06,4,83,False,Active,VIP,0-30 days
13705,2010-12-01 10:29:00,2011-12-02 12:32:00,3,711.86,7,366,False,Active,High Value,0-30 days
13706,2011-02-10 09:21:00,2011-02-10 09:21:00,1,330.79,302,0,True,Churned,Medium Value,181-365 days
13707,2011-01-28 13:27:00,2011-03-17 18:03:00,2,806.41,266,48,True,Churned,High Value,181-365 days
13708,2011-03-13 13:46:00,2011-03-13 13:46:00,1,296.88,270,0,True,Churned,Low Value,181-365 days
13709,2011-01-28 14:57:00,2011-12-06 10:28:00,13,6328.05,3,311,False,Active,VIP,0-30 days
13710,2011-11-08 08:16:00,2011-11-08 08:16:00,1,180.48,31,0,False,At Risk,Low Value,31-60 days
13711,2011-05-05 10:29:00,2011-05-05 10:31:00,2,252.06,218,0,True,Churned,Low Value,181-365 days
13712,2011-04-07 12:33:00,2011-04-07 12:33:00,1,228.84,246,0,True,Churned,Low Value,181-365 days
13715,2010-12-02 08:52:00,2011-03-03 19:21:00,5,1079.34,280,91,True,Churned,High Value,181-365 days
13716,2011-03-15 13:49:00,2011-03-15 13:49:00,1,138.28,268,0,True,Churned,Low Value,181-365 days
13717,2011-02-14 13:21:00,2011-11-07 14:13:00,6,1445.01,31,266,False,At Risk,High Value,31-60 days
13718,2011-02-17 11:58:00,2011-04-07 13:24:00,2,306.55,245,49,True,Churned,Low Value,181-365 days
13719,2011-04-19 13:56:00,2011-11-24 15:26:00,5,1041.68,14,219,False,Active,High Value,0-30 days
13720,2011-03-30 09:17:00,2011-08-15 12:46:00,4,799.9,116,138,False,Hibernating,High Value,91-120 days
13721,2011-11-03 14:05:00,2011-11-03 14:05:00,1,524.14,35,0,False,At Risk,Medium Value,31-60 days
13722,2011-03-02 11:43:00,2011-07-31 12:44:00,3,2375.41,131,151,False,Hibernating,VIP,121-180 days
13723,2011-05-06 17:04:00,2011-05-06 17:04:00,1,199.85000000000002,216,0,True,Churned,Low Value,181-365 days
13725,2011-02-04 12:18:00,2011-10-21 10:03:00,8,1980.56,49,258,False,At Risk,VIP,31-60 days
13726,2011-08-31 11:06:00,2011-11-01 10:49:00,2,1079.6599999999999,38,61,False,At Risk,High Value,31-60 days
13727,2011-11-06 12:16:00,2011-11-11 09:46:00,2,333.48,28,4,False,Active,Medium Value,0-30 days
13728,2011-02-02 12:09:00,2011-11-03 10:49:00,6,1016.14,36,273,False,At Risk,High Value,31-60 days
13730,2011-07-01 12:47:00,2011-07-27 08:35:00,2,752.6,135,25,False,Hibernating,High Value,121-180 days
13731,2011-04-07 10:10:00,2011-05-04 14:33:00,2,610.59,218,27,True,Churned,Medium Value,181-365 days
13732,2011-11-11 15:49:00,2011-11-11 15:49:00,1,491.86,27,0,False,Active,Medium Value,0-30 days
13735,2011-04-19 13:49:00,2011-11-15 11:14:00,4,2885.2400000000002,24,209,False,Active,VIP,0-30 days
13736,2011-03-24 13:04:00,2011-12-04 15:19:00,2,731.9,4,255,False,Active,High Value,0-30 days
13737,2011-05-23 16:32:00,2011-05-23 16:32:00,1,339.59999999999997,199,0,True,Churned,Medium Value,181-365 days
13739,2011-11-21 13:35:00,2011-11-21 13:35:00,1,216.9,17,0,False,Active,Low Value,0-30 days
13740,2011-04-13 10:32:00,2011-04-13 10:32:00,1,350.75,240,0,True,Churned,Medium Value,181-365 days
13741,2011-05-06 13:43:00,2011-09-29 09:19:00,3,668.4300000000001,71,145,False,At Risk,Medium Value,61-90 days
13742,2011-01-23 14:59:00,2011-11-23 11:07:00,12,3131.02,16,303,False,Active,VIP,0-30 days
13743,2011-03-25 14:46:00,2011-12-07 10:09:00,7,1341.6,2,256,False,Active,High Value,0-30 days
13744,2011-02-20 14:08:00,2011-09-05 15:19:00,2,1156.36,94,197,False,Hibernating,High Value,91-120 days
13745,2011-06-30 16:43:00,2011-06-30 16:43:00,1,300.04,161,0,False,Hibernating,Low Value,121-180 days
13747,2010-12-01 10:37:00,2010-12-01 10:37:00,1,79.6,373,0,True,Churned,Low Value,365+ days
13748,2010-12-01 09:00:00,2011-09-05 09:45:00,5,948.25,95,278,False,Hibernating,High Value,91-120 days
13750,2011-01-07 11:49:00,2011-10-17 12:16:00,5,1647.26,53,283,False,At Risk,High Value,31-60 days
13751,2011-02-24 15:56:00,2011-02-24 15:56:00,1,296.25,287,0,True,Churned,Low Value,181-365 days
13752,2011-04-07 12:04:00,2011-08-07 14:16:00,6,1186.28,123,122,False,Hibernating,High Value,121-180 days
13753,2011-02-25 12:48:00,2011-02-25 12:48:00,1,741.26,287,0,True,Churned,High Value,181-365 days
13754,2011-01-26 14:58:00,2011-07-11 11:51:00,2,282.59999999999997,151,165,False,Hibernating,Low Value,121-180 days
13755,2011-10-07 15:45:00,2011-12-06 12:26:00,9,2161.35,3,59,False,Active,VIP,0-30 days
13756,2010-12-07 11:41:00,2011-12-07 16:44:00,14,5189.52,1,365,False,Active,VIP,0-30 days
13758,2010-12-01 12:08:00,2011-11-28 11:11:00,7,3190.55,11,361,False,Active,VIP,0-30 days
13759,2011-09-29 15:40:00,2011-11-06 14:47:00,2,659.4100000000001,32,37,False,At Risk,Medium Value,31-60 days
13760,2011-03-28 12:52:00,2011-10-16 16:13:00,2,286.79,53,202,False,At Risk,Low Value,31-60 days
13761,2011-06-13 08:43:00,2011-10-20 14:01:00,2,1070.65,49,129,False,At Risk,High Value,31-60 days
13762,2011-05-05 09:15:00,2011-05-05 09:15:00,1,306.72,218,0,True,Churned,Low Value,181-365 days
13763,2011-10-07 15:13:00,2011-10-07 15:13:00,1,1714.96,62,0,False,At Risk,VIP,61-90 days
13764,2011-01-06 14:53:00,2011-09-30 12:03:00,3,1521.76,70,266,False,At Risk,High Value,61-90 days
13767,2010-12-01 10:47:00,2011-12-07 15:00:00,37,17220.36,1,371,False,Active,VIP,0-30 days
13769,2010-12-07 13:28:00,2011-12-07 15:08:00,10,2796.51,1,365,False,Active,VIP,0-30 days
13771,2011-04-06 15:47:00,2011-10-06 14:18:00,4,2634.45,63,182,False,At Risk,VIP,61-90 days
13772,2011-04-14 12:31:00,2011-11-06 11:43:00,3,1132.13,33,205,False,At Risk,High Value,31-60 days
13774,2011-09-19 12:06:00,2011-09-19 12:06:00,1,345.0,81,0,False,At Risk,Medium Value,61-90 days
13777,2010-12-01 16:01:00,2011-12-09 12:25:00,33,25977.16,0,372,False,Active,VIP,
13778,2011-08-28 15:25:00,2011-08-28 15:25:00,1,178.7,102,0,False,Hibernating,Low Value,91-120 days
13780,2011-06-22 11:43:00,2011-12-02 13:49:00,2,360.01,6,163,False,Active,Medium Value,0-30 days
13781,2011-04-03 12:08:00,2011-04-03 12:08:00,1,127.84,250,0,True,Churned,Low Value,181-365 days
13782,2011-01-16 11:08:00,2011-11-27 11:54:00,6,912.0,12,315,False,Active,High Value,0-30 days
13784,2011-01-11 14:38:00,2011-11-30 09:33:00,11,2462.79,9,322,False,Active,VIP,0-30 days
13786,2010-12-07 13:53:00,2010-12-07 13:53:00,1,230.39999999999998,366,0,True,Churned,Low Value,365+ days
13787,2010-12-10 14:45:00,2011-09-25 12:06:00,2,309.04,75,288,False,At Risk,Medium Value,61-90 days
13790,2011-12-05 15:48:00,2011-12-05 15:48:00,1,348.8,3,0,False,Active,Medium Value,0-30 days
13791,2011-06-24 16:38:00,2011-08-04 11:44:00,2,1516.0,127,40,False,Hibernating,High Value,121-180 days
13792,2011-02-25 14:03:00,2011-10-04 14:31:00,2,195.55,65,221,False,At Risk,Low Value,61-90 days
13798,2010-12-02 17:24:00,2011-12-08 15:51:00,57,37153.85,0,370,False,Active,VIP,
13799,2011-02-18 14:18:00,2011-08-15 12:07:00,2,688.86,116,177,False,Hibernating,High Value,91-120 days
13800,2011-02-03 12:27:00,2011-02-03 12:27:00,1,558.32,309,0,True,Churned,Medium Value,181-365 days
13801,2011-10-04 10:15:00,2011-10-04 10:15:00,1,324.8,66,0,False,At Risk,Medium Value,61-90 days
13802,2011-02-01 12:03:00,2011-07-24 10:54:00,3,4599.42,138,172,False,Hibernating,VIP,121-180 days
13803,2011-03-29 12:57:00,2011-03-29 12:57:00,1,277.07,254,0,True,Churned,Low Value,181-365 days
13804,2011-02-23 09:09:00,2011-11-09 12:32:00,7,2635.79,30,259,False,Active,VIP,0-30 days
13805,2011-08-02 15:29:00,2011-10-18 14:50:00,2,924.6,51,76,False,At Risk,High Value,31-60 days
13806,2011-10-07 11:43:00,2011-10-07 11:43:00,1,256.38,63,0,False,At Risk,Low Value,61-90 days
13807,2010-12-07 15:48:00,2010-12-07 15:48:00,1,112.6,366,0,True,Churned,Low Value,365+ days
13808,2011-09-04 12:07:00,2011-12-04 12:18:00,5,1747.66,5,91,False,Active,VIP,0-30 days
13809,2011-02-07 13:15:00,2011-02-07 13:15:00,1,155.05,304,0,True,Churned,Low Value,181-365 days
13810,2011-10-14 12:57:00,2011-11-11 08:33:00,3,1499.01,28,27,False,Active,High Value,0-30 days
13811,2011-04-14 18:40:00,2011-06-09 09:54:00,3,814.5,183,55,True,Churned,High Value,181-365 days
13812,2011-08-26 12:54:00,2011-10-28 14:27:00,3,539.0,41,63,False,At Risk,Medium Value,31-60 days
13813,2011-07-28 10:33:00,2011-10-31 10:38:00,4,1366.8600000000001,39,95,False,At Risk,High Value,31-60 days
13814,2011-07-25 13:54:00,2011-09-08 13:48:00,2,1579.12,91,44,False,Hibernating,High Value,91-120 days
13815,2011-01-25 12:16:00,2011-11-17 14:19:00,4,4027.36,21,296,False,Active,VIP,0-30 days
13816,2011-10-06 14:37:00,2011-11-16 08:38:00,2,571.6700000000001,23,40,False,Active,Medium Value,0-30 days
13817,2010-12-23 11:46:00,2011-11-10 17:49:00,2,382.98,28,322,False,Active,Medium Value,0-30 days
13819,2011-01-24 10:38:00,2011-02-11 10:38:00,3,1140.35,301,18,True,Churned,High Value,181-365 days
13821,2011-03-23 11:30:00,2011-07-18 09:49:00,2,385.64,144,116,False,Hibernating,Medium Value,121-180 days
13822,2011-10-30 15:55:00,2011-12-04 12:13:00,2,632.0,5,34,False,Active,Medium Value,0-30 days
13823,2011-09-09 10:42:00,2011-11-21 10:22:00,2,957.66,18,72,False,Active,High Value,0-30 days
13824,2011-02-02 13:07:00,2011-11-07 12:41:00,5,1698.94,32,277,False,At Risk,VIP,31-60 days
13826,2011-06-16 13:48:00,2011-06-16 13:48:00,1,189.5,175,0,False,Hibernating,Low Value,121-180 days
13827,2011-07-19 15:38:00,2011-10-13 12:38:00,3,412.05,57,85,False,At Risk,Medium Value,31-60 days
13828,2011-11-17 16:02:00,2011-11-17 16:02:00,1,209.49,21,0,False,Active,Low Value,0-30 days
13831,2010-12-05 12:13:00,2011-11-23 15:41:00,6,2202.99,15,353,False,Active,VIP,0-30 days
13832,2011-11-20 15:36:00,2011-11-20 15:36:00,1,52.199999999999996,18,0,False,Active,Low Value,0-30 days
13833,2011-07-03 13:27:00,2011-07-03 13:27:00,1,384.8,158,0,False,Hibernating,Medium Value,121-180 days
13835,2011-05-08 15:22:00,2011-11-14 15:37:00,4,834.57,24,190,False,Active,High Value,0-30 days
13837,2011-01-26 12:15:00,2011-05-12 12:10:00,2,271.24,211,105,True,Churned,Low Value,181-365 days
13838,2010-12-05 10:45:00,2011-12-04 11:00:00,4,691.73,5,364,False,Active,High Value,0-30 days
13841,2011-04-01 12:10:00,2011-04-01 12:10:00,1,85.0,252,0,True,Churned,Low Value,181-365 days
13842,2010-12-08 10:39:00,2011-10-12 10:51:00,9,3385.62,58,308,False,At Risk,VIP,31-60 days
13844,2011-11-28 13:21:00,2011-11-28 13:21:00,1,361.62,10,0,False,Active,Medium Value,0-30 days
13845,2011-10-06 08:25:00,2011-10-06 08:25:00,1,312.98,64,0,False,At Risk,Medium Value,61-90 days
13846,2010-12-14 16:07:00,2011-11-15 12:07:00,3,865.0600000000001,24,335,False,Active,High Value,0-30 days
13848,2010-12-08 15:10:00,2011-09-08 12:58:00,3,1255.0,91,273,False,Hibernating,High Value,91-120 days
13849,2011-06-22 10:11:00,2011-10-19 10:59:00,2,1537.95,51,119,False,At Risk,High Value,31-60 days
13850,2011-08-02 14:04:00,2011-08-02 14:04:00,1,1595.48,128,0,False,Hibernating,High Value,121-180 days
13851,2011-02-24 17:18:00,2011-09-05 12:36:00,3,2651.46,95,192,False,Hibernating,VIP,91-120 days
13853,2011-10-13 14:18:00,2011-10-13 14:18:00,1,1090.14,56,0,False,At Risk,High Value,31-60 days
13854,2010-12-09 10:48:00,2011-12-01 09:06:00,25,8109.5199999999995,8,356,False,Active,VIP,0-30 days
13856,2011-05-20 13:13:00,2011-06-24 10:03:00,3,388.5,168,34,False,Hibernating,Medium Value,121-180 days
13858,2011-10-13 16:17:00,2011-10-13 16:17:00,1,216.17,56,0,False,At Risk,Low Value,31-60 days
13859,2011-01-17 16:14:00,2011-01-17 16:14:00,1,201.16,325,0,True,Churned,Low Value,181-365 days
13860,2011-09-14 09:27:00,2011-12-08 12:57:00,5,1245.9,0,85,False,Active,High Value,
13862,2011-01-11 15:13:00,2011-11-21 16:24:00,8,2209.36,17,314,False,Active,VIP,0-30 days
13863,2011-04-06 10:20:00,2011-04-06 10:20:00,1,305.78,247,0,True,Churned,Low Value,181-365 days
13865,2011-02-23 12:04:00,2011-10-12 13:31:00,4,501.56,57,231,False,At Risk,Medium Value,31-60 days
13866,2011-09-26 14:54:00,2011-09-26 14:54:00,1,145.67000000000002,73,0,False,At Risk,Low Value,61-90 days
13867,2011-05-05 17:28:00,2011-11-08 15:48:00,3,1015.29,30,186,False,Active,High Value,0-30 days
13868,2011-11-01 12:45:00,2011-12-02 16:32:00,2,3192.54,6,31,False,Active,VIP,0-30 days
13869,2010-12-17 15:14:00,2011-08-08 13:53:00,4,3104.95,122,233,False,Hibernating,VIP,121-180 days
13870,2011-02-25 09:09:00,2011-12-07 13:23:00,8,2770.94,1,285,False,Active,VIP,0-30 days
13871,2011-02-04 09:30:00,2011-11-17 10:49:00,13,6403.25,22,286,False,Active,VIP,0-30 days
13873,2011-02-03 09:37:00,2011-08-12 10:08:00,3,389.6,119,190,False,Hibernating,Medium Value,91-120 days
13874,2010-12-16 18:20:00,2010-12-16 18:20:00,1,540.45,357,0,True,Churned,Medium Value,181-365 days
13875,2011-02-11 15:39:00,2011-10-17 09:36:00,5,1786.79,53,247,False,At Risk,VIP,31-60 days
13876,2011-10-07 10:22:00,2011-10-07 10:22:00,1,122.7,63,0,False,At Risk,Low Value,61-90 days
13877,2011-09-14 15:49:00,2011-09-14 15:49:00,1,117.24,85,0,False,At Risk,Low Value,61-90 days
13878,2011-10-16 12:19:00,2011-10-16 12:19:00,1,1281.53,54,0,False,At Risk,High Value,31-60 days
13880,2010-12-07 14:00:00,2011-11-18 13:44:00,13,3219.77,20,345,False,Active,VIP,0-30 days
13881,2011-02-01 10:14:00,2011-12-06 12:50:00,20,17159.52,3,308,False,Active,VIP,0-30 days
13882,2011-10-06 15:28:00,2011-12-07 11:16:00,5,1191.13,2,61,False,Active,High Value,0-30 days
13883,2011-03-31 17:17:00,2011-11-29 10:45:00,5,2674.48,10,242,False,Active,VIP,0-30 days
13884,2011-03-01 13:40:00,2011-12-02 16:30:00,5,787.6,6,276,False,Active,High Value,0-30 days
13885,2011-05-23 08:52:00,2011-06-03 15:07:00,2,506.8,188,11,True,Churned,Medium Value,181-365 days
13886,2011-09-29 13:17:00,2011-09-29 13:17:00,1,243.56,70,0,False,At Risk,Low Value,61-90 days
13887,2011-05-19 17:22:00,2011-05-19 17:22:00,1,349.55,203,0,True,Churned,Medium Value,181-365 days
13888,2011-05-05 14:41:00,2011-08-12 10:13:00,2,605.63,119,98,False,Hibernating,Medium Value,91-120 days
13889,2011-09-08 09:13:00,2011-09-08 09:13:00,1,416.90000000000003,92,0,False,Hibernating,Medium Value,91-120 days
13890,2010-12-16 09:31:00,2011-12-08 15:36:00,10,1883.8100000000002,0,357,False,Active,VIP,
13892,2011-04-07 12:04:00,2011-11-13 11:50:00,4,632.97,26,219,False,Active,Medium Value,0-30 days
13893,2011-02-15 11:30:00,2011-02-15 11:30:00,1,821.1,297,0,True,Churned,High Value,181-365 days
13894,2011-02-02 12:54:00,2011-11-16 09:44:00,3,564.62,23,286,False,Active,Medium Value,0-30 days
13895,2011-06-28 10:17:00,2011-11-11 16:57:00,4,2593.07,27,136,False,Active,VIP,0-30 days
13897,2011-10-20 14:30:00,2011-10-20 14:30:00,1,311.16,49,0,False,At Risk,Medium Value,31-60 days
13898,2011-01-18 10:28:00,2011-01-18 10:28:00,1,155.93,325,0,True,Churned,Low Value,181-365 days
13899,2011-03-10 09:30:00,2011-11-23 13:40:00,2,388.52,15,258,False,Active,Medium Value,0-30 days
13900,2011-03-22 10:13:00,2011-06-09 19:26:00,3,740.95,182,79,True,Churned,High Value,181-365 days
13901,2011-01-25 09:01:00,2011-09-28 14:48:00,5,2867.2,71,246,False,At Risk,VIP,61-90 days
13904,2011-02-18 11:18:00,2011-11-02 13:41:00,2,332.64,36,257,False,At Risk,Medium Value,31-60 days
13908,2011-03-08 12:04:00,2011-09-21 11:49:00,4,2369.55,79,196,False,At Risk,VIP,61-90 days
13911,2011-02-04 14:46:00,2011-10-13 15:43:00,9,2580.91,56,251,False,At Risk,VIP,31-60 days
13914,2011-11-03 16:28:00,2011-11-28 10:35:00,2,626.45,11,24,False,Active,Medium Value,0-30 days
13917,2011-06-01 12:46:00,2011-10-21 09:56:00,2,272.04,49,141,False,At Risk,Low Value,31-60 days
13918,2011-03-31 18:05:00,2011-10-21 12:25:00,2,1212.8400000000001,49,203,False,At Risk,High Value,31-60 days
13919,2011-08-10 10:15:00,2011-10-11 14:24:00,2,384.81,58,62,False,At Risk,Medium Value,31-60 days
13922,2010-12-23 10:38:00,2010-12-23 10:38:00,1,172.25,351,0,True,Churned,Low Value,181-365 days
13923,2011-10-17 12:33:00,2011-10-17 12:33:00,1,351.13,53,0,False,At Risk,Medium Value,31-60 days
13924,2011-09-28 15:07:00,2011-12-08 09:39:00,6,1838.8500000000001,1,70,False,Active,VIP,0-30 days
13925,2011-07-28 12:09:00,2011-09-08 12:47:00,4,678.25,92,42,False,Hibernating,High Value,91-120 days
13926,2011-11-16 13:16:00,2011-11-16 13:16:00,1,223.85000000000002,22,0,False,Active,Low Value,0-30 days
13927,2011-09-26 12:00:00,2011-09-26 12:00:00,1,348.99,74,0,False,At Risk,Medium Value,61-90 days
13928,2011-07-29 15:59:00,2011-11-29 10:33:00,4,464.57,10,122,False,Active,Medium Value,0-30 days
13929,2011-01-17 15:11:00,2011-06-23 15:26:00,2,842.65,168,157,False,Hibernating,High Value,121-180 days
13930,2011-07-26 11:00:00,2011-10-13 09:45:00,2,337.34,57,78,False,At Risk,Medium Value,31-60 days
13931,2011-03-04 08:43:00,2011-09-05 10:12:00,2,1237.53,95,185,False,Hibernating,High Value,91-120 days
13932,2011-02-18 12:02:00,2011-02-18 12:02:00,1,307.4,294,0,True,Churned,Low Value,181-365 days
13933,2011-07-14 13:35:00,2011-08-22 14:03:00,2,608.7900000000001,108,39,False,Hibernating,Medium Value,91-120 days
13934,2011-03-21 08:39:00,2011-03-21 08:39:00,1,922.1,263,0,True,Churned,High Value,181-365 days
13936,2011-06-13 08:47:00,2011-06-13 08:47:00,1,376.58,179,0,False,Hibernating,Medium Value,121-180 days
13937,2011-06-23 16:35:00,2011-06-23 16:35:00,1,158.85,168,0,False,Hibernating,Low Value,121-180 days
13938,2011-11-04 14:37:00,2011-11-04 14:37:00,1,71.66,34,0,False,At Risk,Low Value,31-60 days
13939,2011-02-01 11:30:00,2011-11-16 13:33:00,3,568.55,22,288,False,Active,Medium Value,0-30 days
13940,2011-07-18 16:05:00,2011-11-22 15:15:00,4,839.14,16,126,False,Active,High Value,0-30 days
13941,2010-12-02 10:17:00,2011-11-18 09:43:00,5,5112.96,21,350,False,Active,VIP,0-30 days
13946,2011-03-17 10:02:00,2011-09-21 13:33:00,3,561.5699999999999,78,188,False,At Risk,Medium Value,61-90 days
13947,2011-10-05 14:42:00,2011-10-05 14:42:00,1,90.6,64,0,False,At Risk,Low Value,61-90 days
13948,2010-12-14 10:18:00,2010-12-14 10:18:00,1,102.0,360,0,True,Churned,Low Value,181-365 days
13949,2011-09-06 11:55:00,2011-12-07 09:35:00,6,2427.32,2,91,False,Active,VIP,0-30 days
13950,2011-04-07 11:29:00,2011-11-28 14:44:00,4,745.06,10,235,False,Active,High Value,0-30 days
13951,2011-02-18 15:21:00,2011-06-16 16:43:00,3,674.45,175,118,False,Hibernating,Medium Value,121-180 days
